AdultTotal,AdultsReleased,AdultsShipped,Comments,DateOfReport,Facility,JackTotal,LethalSpawned,LiveSpawned,Mortality,OnHand,OnHandJacks,Species,Stock,Surplus,TotalEggtake,WeekEndingDate
60,0,0,Final in-season estima,4/16/2019 0:00,OMAK HATCHERY Lake Lenore- H,0,40,260,0,0,0,Lahontan Cutthroat,,20,420000,10/3/2019 0:00
6,6,0,,4/16/2019 0:00,COWLITZ SALMON HATCHERY Cowlitz River- W,0,0,0,0,0,0,Anadromous Coastal Cutthroat,,0,0,4/18/2019 0:00
1,1,0,,4/17/2019 0:00,COWLITZ SALMON HATCHERY,0,0,0,0,0,0,Whitefish,Cowlitz River- W,0,0,4/18/2019 0:00
3,0,0,,4/21/2019 0:00,MARBLEMOUNT HATCHERY,0,0,0,0,2,0,Spring Chinook,Marblemount Hatchery,1,0,4/25/2019 0:00
87,43,0,,4/22/2019 0:00,COWLITZ SALMON HATCHERY,0,0,0,0,0,0,Whitefish,Cowlitz River- W,0,0,4/25/2019 0:00
7,7,0,,4/23/2019 0:00,COWLITZ SALMON HATCHERY Cowlitz River- W,0,0,0,0,0,0,Anadromous Coastal Cutthroat,,0,0,4/25/2019 0:00
2,0,0,,4/23/2019 0:00,SOOS CREEK HATCHERY Green River- H,0,2,0,0,0,0,Winter-Late Steelhead,,0,0,5/2/2019 0:00
8,0,0,,4/25/2019 0:00,MARBLEMOUNT HATCHERY,0,0,0,0,7,0,Spring Chinook,Marblemount Hatchery,1,0,5/2/2019 0:00
2,2,0,,4/26/2019 0:00,COWLITZ SALMON HATCHERY,0,0,0,0,0,0,Sucker: General,Cowlitz River- W,0,0,5/2/2019 0:00
9,9,0,,4/30/2019 0:00,COWLITZ SALMON HATCHERY Cowlitz River- W,0,0,0,0,0,0,Anadromous Coastal Cutthroat,,0,0,5/2/2019 0:00
6,0,0,,5/1/2019 0:00,SOLDUC HATCHERY,1,0,0,0,6,1,Summer Chinook,Sol Duc River- H,0,0,5/2/2019 0:00
221,221,0,,5/1/2019 0:00,COWLITZ SALMON HATCHERY,0,0,0,0,0,0,Whitefish,Cowlitz River- W,0,0,5/2/2019 0:00
0,0,0,,5/7/2019 0:00,SPOKANE HATCHERY Kings Lake- W,0,0,175,0,0,0,Westslope Cutthroat,,0,90000,5/9/2019 0:00
259,259,0,,5/7/2019 0:00,COWLITZ SALMON HATCHERY,0,0,0,0,0,0,Whitefish,Cowlitz River- W,0,0,5/9/2019 0:00
4,4,0,,5/7/2019 0:00,COWLITZ SALMON HATCHERY,0,0,0,0,0,0,Sucker: General,Cowlitz River- W,0,0,5/9/2019 0:00
5,5,0,,5/13/2019 0:00,COWLITZ SALMON HATCHERY Cowlitz River- W,0,0,0,0,0,0,Northern Pikeminnow,,0,0,10/3/2019 0:00
25,0,0,,5/13/2019 0:00,MARBLEMOUNT HATCHERY,0,0,0,0,24,0,Spring Chinook,Marblemount Hatchery,1,0,
669,668,0,,5/13/2019 0:00,CHELAN HATCHERY Twin Lakes- H,0,0,415,0,1,0,Westslope Cutthroat,,0,93000,
51,51,0,,5/14/2019 0:00,COWLITZ SALMON HATCHERY,0,0,0,0,0,0,Sucker: General,Cowlitz River- W,0,0,5/30/2019 0:00
1114,1114,0,,5/14/2019 0:00,COWLITZ SALMON HATCHERY,0,0,0,0,0,0,Whitefish,Cowlitz River- W,0,0,
10,0,0,,5/15/2019 0:00,SOLDUC HATCHERY,2,0,0,0,10,2,Summer Chinook,Sol Duc River- H,0,0,
1736,1735,0,,5/20/2019 0:00,CHELAN HATCHERY Twin Lakes- H,0,0,1271,0,1,0,Westslope Cutthroat,,0,340000,
19,0,0,,5/21/2019 0:00,SOLDUC HATCHERY,4,0,0,0,19,4,Summer Chinook,Sol Duc River- H,0,0,
1292,1292,0,,5/21/2019 0:00,COWLITZ SALMON HATCHERY,0,0,0,0,0,0,Whitefish,Cowlitz River- W,0,0,
10,10,0,,5/22/2019 0:00,COWLITZ SALMON HATCHERY Cowlitz River- W,0,0,0,0,0,0,Anadromous Coastal Cutthroat,,0,0,5/30/2019 0:00
100,0,0,,5/22/2019 0:00,MARBLEMOUNT HATCHERY,0,0,0,0,99,0,Spring Chinook,Marblemount Hatchery,1,0,
1347,1347,0,,5/24/2019 0:00,COWLITZ SALMON HATCHERY,0,0,0,0,0,0,Whitefish,Cowlitz River- W,0,0,5/30/2019 0:00
10,0,0,,5/25/2019 0:00,KENDALL CR HATCHERY,0,0,0,0,10,0,Spring Chinook,Nooksack River- H,0,0,5/30/2019 0:00
40,0,0,,5/27/2019 0:00,WALLACE R HATCHERY,0,0,0,0,40,0,Summer Chinook,Skykomish River- H,0,0,5/30/2019 0:00
1,1,0,,5/27/2019 0:00,TUCANNON HATCHERY,0,0,0,0,0,0,Dolly/Bull Trout,Tucannon River Stock-,0,0,5/30/2019 0:00
2621,2620,0,,5/28/2019 0:00,CHELAN HATCHERY Twin Lakes- H,0,0,2177,0,1,0,Westslope Cutthroat,,0,536500,5/30/2019 0:00
15,0,0,,6/1/2019 0:00,WALLACE R HATCHERY,0,0,0,0,15,0,Summer Steelhead,Reiter Ponds Hatchery,0,0,6/6/2019 0:00
11,11,0,,6/3/2019 0:00,COWLITZ SALMON HATCHERY Cowlitz River- W,0,0,0,0,0,0,Anadromous Coastal Cutthroat,,0,0,6/27/2019 0:00
75,0,0,,6/3/2019 0:00,KENDALL CR HATCHERY,0,0,0,0,75,0,Spring Chinook,Nooksack River- H,0,0,6/6/2019 0:00
2955,2954,0,,6/3/2019 0:00,CHELAN HATCHERY Twin Lakes- H,0,0,2511,0,1,0,Westslope Cutthroat,,0,602500,6/6/2019 0:00
233,0,0,,6/4/2019 0:00,WALLACE R HATCHERY,0,0,0,0,233,0,Summer Chinook,Skykomish River- H,0,0,6/6/2019 0:00
17,17,0,,6/5/2019 0:00,TUCANNON HATCHERY,0,0,0,0,0,0,Dolly/Bull Trout,Tucannon River Stock-,0,0,6/6/2019 0:00
1353,1353,0,,6/5/2019 0:00,COWLITZ SALMON HATCHERY,0,0,0,0,0,0,Whitefish,Cowlitz River- W,0,0,6/6/2019 0:00
3072,3072,0,Final in-season estima,6/10/2019 0:00,CHELAN HATCHERY Twin Lakes- H,0,0,2629,0,0,0,Westslope Cutthroat,,0,624900,10/3/2019 0:00
408,0,0,,6/11/2019 0:00,WALLACE R HATCHERY,0,0,0,3,405,0,Summer Chinook,Skykomish River- H,0,0,
1365,1365,0,,6/11/2019 0:00,COWLITZ SALMON HATCHERY,0,0,0,0,0,0,Whitefish,Cowlitz River- W,0,0,
20,20,0,,6/12/2019 0:00,TUCANNON HATCHERY,0,0,0,0,0,0,Dolly/Bull Trout,Tucannon River Stock-,0,0,
25,0,0,,6/14/2019 0:00,WALLACE R HATCHERY,0,0,0,0,25,0,Summer Steelhead,Reiter Ponds Hatchery,0,0,
110,0,0,,6/17/2019 0:00,KENDALL CR HATCHERY,0,0,0,0,110,0,Spring Chinook,Nooksack River- H,0,0,
0,0,0,,6/18/2019 0:00,SOLDUC HATCHERY,1,0,0,0,0,0,Summer Coho,SolDuc Hatchery- H,1,0,6/27/2019 0:00
15,0,0,,6/18/2019 0:00,BAKER LK HATCHERY,0,0,0,0,15,0,Sockeye,Baker River- H,0,0,
30,30,0,,6/18/2019 0:00,TUCANNON HATCHERY,0,0,0,0,0,0,Dolly/Bull Trout,Tucannon River Stock-,0,0,
658,0,0,,6/19/2019 0:00,WALLACE R HATCHERY,0,0,0,6,652,0,Summer Chinook,Skykomish River- H,0,0,
1383,1383,0,,6/19/2019 0:00,COWLITZ SALMON HATCHERY,0,0,0,0,0,0,Whitefish,Cowlitz River- W,0,0,
1389,1389,0,,6/20/2019 0:00,COWLITZ SALMON HATCHERY,0,0,0,0,0,0,Whitefish,Cowlitz River- W,0,0,6/27/2019 0:00
796,0,0,,6/23/2019 0:00,WALLACE R HATCHERY,0,0,0,6,790,0,Summer Chinook,Skykomish River- H,0,0,6/27/2019 0:00
27,0,0,,6/23/2019 0:00,WALLACE R HATCHERY,0,0,0,0,27,0,Summer Steelhead,Reiter Ponds Hatchery,0,0,6/27/2019 0:00
130,0,0,,6/24/2019 0:00,KENDALL CR HATCHERY,0,0,0,0,130,0,Spring Chinook,Nooksack River- H,0,0,6/27/2019 0:00
291,0,0,,6/25/2019 0:00,BAKER LK HATCHERY,0,0,0,0,291,0,Sockeye,Baker River- H,0,0,6/27/2019 0:00
33,33,0,,6/25/2019 0:00,TUCANNON HATCHERY,0,0,0,0,0,0,Dolly/Bull Trout,Tucannon River Stock-,0,0,6/27/2019 0:00
350,0,0,,7/1/2019 0:00,KENDALL CR HATCHERY,25,0,0,0,350,25,Spring Chinook,Nooksack River- H,0,0,7/18/2019 0:00
1,1,0,,7/1/2019 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Summer Chinook,South Fork Skykomish,0,0,7/18/2019 0:00
1,1,0,,7/1/2019 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Dolly/Bull Trout,Skykomish River- W,0,0,
0,0,0,,7/2/2019 0:00,SOLDUC HATCHERY,2,0,0,0,0,0,Summer Coho,SolDuc Hatchery- H,2,0,7/18/2019 0:00
1036,0,0,,7/2/2019 0:00,BAKER LK HATCHERY,0,0,0,0,1036,0,Sockeye,Baker River- H,0,0,
17,0,0,,7/2/2019 0:00,SUNSET FALLS FCF,0,0,0,0,17,0,Summer Steelhead,Reiter Ponds Hatchery,0,0,
51,51,0,,7/2/2019 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Whitefish,Skykomish River- W,0,0,
1,1,0,,7/5/2019 0:00,COWLITZ SALMON HATCHERY,0,0,0,0,0,0,Chum,Cowlitz River- W,0,0,7/18/2019 0:00
17,0,0,,7/5/2019 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Summer Steelhead,Reiter Ponds Hatchery,17,0,7/18/2019 0:00
2,0,0,,7/10/2019 0:00,GEORGE ADAMS HATCHERY,0,0,0,0,2,0,Fall Chinook,Skokomish River- H,0,0,7/18/2019 0:00
6,6,0,,7/12/2019 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Dolly/Bull Trout,Skykomish River- W,0,0,7/18/2019 0:00
53,53,0,,7/12/2019 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Whitefish,Skykomish River- W,0,0,7/18/2019 0:00
4392,0,0,,7/16/2019 0:00,BAKER LK HATCHERY,0,0,0,0,4392,0,Sockeye,Baker River- H,0,0,7/18/2019 0:00
1,1,0,,7/20/2019 0:00,MORSE CREEK HATCHERY,0,0,0,0,0,0,Chum,Morse Creek- U,0,0,7/25/2019 0:00
409,0,0,,7/21/2019 0:00,HOODSPORT HATCHERY,0,0,0,0,409,0,Odd Year Pink,Unknown Stock- U,0,0,7/25/2019 0:00
6451,0,0,,7/23/2019 0:00,BAKER LK HATCHERY,0,0,0,0,6451,0,Sockeye,Baker River- H,0,0,7/25/2019 0:00
1,1,0,,7/23/2019 0:00,COWLITZ SALMON HATCHERY Cowlitz River Hatchery,0,0,0,0,0,0,Anadromous Coastal Cutthroat,,0,0,7/25/2019 0:00
298,0,0,,7/24/2019 0:00,GEORGE ADAMS HATCHERY,6,0,0,0,298,6,Fall Chinook,Skokomish River- H,0,0,7/25/2019 0:00
3,3,0,,7/24/2019 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Summer Chinook,Skykomish River- H,0,0,7/25/2019 0:00
10,10,0,,7/24/2019 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Dolly/Bull Trout,Skykomish River- W,0,0,7/25/2019 0:00
83,83,0,,7/24/2019 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Whitefish,Skykomish River- W,0,0,7/25/2019 0:00
4098,0,0,,7/30/2019 0:00,HOODSPORT HATCHERY,0,0,0,0,4098,0,Odd Year Pink,Unknown Stock- U,0,0,8/1/2019 0:00
3,3,0,,7/30/2019 0:00,COWLITZ SALMON HATCHERY Cowlitz River Hatchery,0,0,0,0,0,0,Anadromous Coastal Cutthroat,,0,0,8/1/2019 0:00
475,0,0,,7/31/2019 0:00,KENDALL CR HATCHERY,25,167,0,6,302,25,Spring Chinook,Nooksack River- H,0,0,8/1/2019 0:00
21,0,0,,7/31/2019 0:00,SOLDUC HATCHERY,2,0,0,0,21,0,Summer Coho,SolDuc Hatchery- H,2,0,8/1/2019 0:00
7813,0,0,,7/31/2019 0:00,BAKER LK HATCHERY,0,0,0,0,7813,0,Sockeye,Baker River- H,0,0,8/1/2019 0:00
52,52,0,,7/31/2019 0:00,COWLITZ SALMON HATCHERY,0,0,0,0,0,0,Sucker: General,Cowlitz River- W,0,0,8/1/2019 0:00
3286,0,0,,8/5/2019 0:00,GEORGE ADAMS HATCHERY,147,0,0,2,457,54,Fall Chinook,Skokomish River- H,2920,0,8/8/2019 0:00
1,0,0,,8/5/2019 0:00,GEORGE ADAMS HATCHERY,1,0,0,0,0,0,Coho,George Adams,2,0,8/8/2019 0:00
3,3,0,,8/5/2019 0:00,COWLITZ SALMON HATCHERY Cowlitz River Hatchery,0,0,0,0,0,0,Anadromous Coastal Cutthroat,,0,0,8/8/2019 0:00
76,0,0,,8/6/2019 0:00,SOLDUC HATCHERY,2,0,0,0,76,0,Summer Coho,SolDuc Hatchery- H,2,0,8/8/2019 0:00
8206,0,0,,8/6/2019 0:00,BAKER LK HATCHERY,0,0,0,5,8201,0,Sockeye,Baker River- H,0,0,8/8/2019 0:00
825,0,0,,8/7/2019 0:00,KENDALL CR HATCHERY,75,301,0,10,500,75,Spring Chinook,Nooksack River- H,14,0,8/8/2019 0:00
42,42,0,,8/7/2019 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Odd Year Pink,Skykomish River- W,0,0,8/8/2019 0:00
12,12,0,,8/7/2019 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Dolly/Bull Trout,Skykomish River- W,0,0,8/8/2019 0:00
94,94,0,,8/7/2019 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Whitefish,Skykomish River- W,0,0,8/8/2019 0:00
13,13,0,,8/12/2019 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Dolly/Bull Trout,Skykomish River- W,0,0,10/3/2019 0:00
9,9,0,,8/12/2019 0:00,COWLITZ SALMON HATCHERY Cowlitz River Hatchery,0,0,0,0,0,0,Anadromous Coastal Cutthroat,,0,0,8/15/2019 0:00
4145,0,0,,8/13/2019 0:00,GEORGE ADAMS HATCHERY,293,0,0,2,1316,200,Fall Chinook,Skokomish River- H,2920,0,8/15/2019 0:00
8401,0,0,,8/13/2019 0:00,BAKER LK HATCHERY,0,0,0,5,8396,0,Sockeye,Baker River- H,0,0,8/15/2019 0:00
85,85,0,,8/13/2019 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Odd Year Pink,Skykomish River- W,0,0,8/15/2019 0:00
22,0,0,,8/13/2019 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Summer Steelhead,Reiter Ponds Hatchery,22,0,8/15/2019 0:00
98,98,0,,8/13/2019 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Whitefish,Skykomish River- W,0,0,8/15/2019 0:00
2,0,0,,8/14/2019 0:00,MERWIN DAM FCF,0,0,0,0,0,0,Type S Coho,Lewis River Hatchery,2,0,8/15/2019 0:00
8500,0,0,,8/19/2019 0:00,BAKER LK HATCHERY,0,0,0,5,8495,0,Sockeye,Baker River- H,0,0,
14,14,0,,8/19/2019 0:00,COWLITZ SALMON HATCHERY Cowlitz River Hatchery,0,0,0,0,0,0,Anadromous Coastal Cutthroat,,0,0,
1205,0,0,,8/20/2019 0:00,KENDALL CR HATCHERY,75,644,0,50,438,74,Spring Chinook,Nooksack River- H,74,0,
53,53,0,,8/21/2019 0:00,COWLITZ SALMON HATCHERY,0,0,0,0,0,0,Sucker: General,Cowlitz River- W,0,0,10/3/2019 0:00
4322,0,0,,8/21/2019 0:00,GEORGE ADAMS HATCHERY,361,0,0,3,1492,268,Fall Chinook,Skokomish River- H,2920,0,
133,0,0,,8/21/2019 0:00,SOLDUC HATCHERY,495,0,0,0,76,0,Summer Coho,SolDuc Hatchery- H,552,0,
1,1,0,,8/22/2019 0:00,MARBLEMOUNT HATCHERY,0,0,0,0,0,0,Summer Steelhead,Skagit River- W,0,0,10/3/2019 0:00
1,1,0,,8/22/2019 0:00,MARBLEMOUNT HATCHERY,0,0,0,0,0,0,Chum,Skagit River- U,0,0,9/5/2019 0:00
1,1,0,,8/29/2019 0:00,MARBLEMOUNT HATCHERY,0,0,0,0,0,0,Odd Year Pink,Unknown Stock- W,0,0,10/3/2019 0:00
6730,0,0,,9/3/2019 0:00,GEORGE ADAMS HATCHERY,1109,446,0,7,3400,904,Fall Chinook,Skokomish River- H,3082,0,9/5/2019 0:00
3,0,0,,9/3/2019 0:00,BAKER LK HATCHERY,0,0,0,0,3,0,Coho,Baker River- U,0,0,9/5/2019 0:00
49,0,0,,9/3/2019 0:00,NORTH TOUTLE HATCHERY,0,0,0,1,1,0,Type S Coho,Toutle River- H,47,0,9/5/2019 0:00
8580,0,0,,9/3/2019 0:00,BAKER LK HATCHERY,0,0,0,25,8555,0,Sockeye,Baker River- H,0,0,9/5/2019 0:00
1205,0,0,,9/4/2019 0:00,KENDALL CR HATCHERY,75,820,0,65,246,71,Spring Chinook,Nooksack River- H,78,0,9/5/2019 0:00
360,0,0,,9/4/2019 0:00,SOLDUC HATCHERY,1278,0,0,0,147,0,Summer Coho,SolDuc Hatchery- H,1491,0,9/5/2019 0:00
13,4,0,,9/4/2019 0:00,COWLITZ SALMON HATCHERY,5,0,0,0,11,3,Type N Coho,Cowlitz River Hatchery,0,0,9/5/2019 0:00
23,22,0,,9/4/2019 0:00,COWLITZ SALMON HATCHERY Cowlitz River Hatchery,0,0,0,1,0,0,Anadromous Coastal Cutthroat,,0,0,9/5/2019 0:00
7,0,0,,9/8/2019 0:00,BAKER LK HATCHERY,0,0,0,0,7,0,Coho,Baker River- U,0,0,9/12/2019 0:00
8586,0,0,,9/8/2019 0:00,BAKER LK HATCHERY,0,0,0,25,8561,0,Sockeye,Baker River- H,0,0,9/12/2019 0:00
11,14,0,,9/9/2019 0:00,WHITEHORSE POND,3,0,0,0,0,0,Summer Chinook,Stillaguamish River- H,0,0,9/12/2019 0:00
90,0,0,,9/9/2019 0:00,NORTH TOUTLE HATCHERY,1,0,0,1,7,0,Type S Coho,Toutle River- H,83,0,9/12/2019 0:00
106,106,0,,9/11/2019 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Whitefish,Skykomish River- W,0,0,10/3/2019 0:00
7133,0,0,,9/11/2019 0:00,GEORGE ADAMS HATCHERY,1180,2046,0,47,1522,685,Fall Chinook,Skokomish River- H,4013,0,9/12/2019 0:00
1205,0,0,,9/11/2019 0:00,KENDALL CR HATCHERY,75,832,0,65,234,71,Spring Chinook,Nooksack River- H,78,0,9/12/2019 0:00
72,26,0,,9/11/2019 0:00,COWLITZ SALMON HATCHERY,26,0,0,0,63,9,Type N Coho,Cowlitz River Hatchery,0,0,9/12/2019 0:00
31,22,0,,9/11/2019 0:00,COWLITZ SALMON HATCHERY Cowlitz River Hatchery,0,0,0,1,8,0,Anadromous Coastal Cutthroat,,0,0,9/12/2019 0:00
25,0,0,,9/11/2019 0:00,SPEELYAI HATCHERY,0,0,0,0,25,0,Kokanee,Lake Merwin- U,0,0,9/12/2019 0:00
1205,0,0,,9/11/2019 0:00,KENDALL CR HATCHERY Nooksack River- H,7,832,0,80,216,3,Spring Chinook,,81,0,9/26/2019 0:00
105,0,0,,9/13/2019 0:00,SPEELYAI HATCHERY,0,0,0,0,105,0,Kokanee,Lake Merwin- U,0,0,9/26/2019 0:00
758,0,0,,9/18/2019 0:00,SOLDUC HATCHERY,1602,0,0,0,147,0,Summer Coho,SolDuc Hatchery- H,2213,0,9/26/2019 0:00
8623,0,0,,9/21/2019 0:00,BAKER LK HATCHERY,0,0,0,25,8598,0,Sockeye,Baker River- H,0,0,9/26/2019 0:00
1558,0,0,,9/23/2019 0:00,SAMISH HATCHERY,4,0,0,0,1459,0,Fall Chinook,Samish River Hatchery,103,0,9/26/2019 0:00
19,19,0,,9/23/2019 0:00,SAMISH HATCHERY,0,0,0,0,0,0,Coho,Samish- W,0,0,9/26/2019 0:00
1497,0,0,,9/23/2019 0:00,NORTH TOUTLE HATCHERY Toutle River- H,11,0,0,2,7,2,Type S Coho,,1497,0,9/26/2019 0:00
60,91,0,,9/25/2019 0:00,WHITEHORSE POND,31,0,0,0,0,0,Summer Chinook,Stillaguamish River- H,0,0,9/26/2019 0:00
1176,1064,0,,9/25/2019 0:00,COWLITZ SALMON HATCHERY,273,0,0,2,323,60,Type N Coho,Cowlitz River Hatchery,0,0,9/26/2019 0:00
74,22,0,,9/25/2019 0:00,COWLITZ SALMON HATCHERY Cowlitz River Hatchery,0,0,0,1,51,0,Anadromous Coastal Cutthroat,,0,0,9/26/2019 0:00
1430,0,0,,9/26/2019 0:00,KENDALL CR HATCHERY,7,832,0,80,22,3,Spring Chinook,Nooksack River- H,500,0,10/3/2019 0:00
9,7,0,,9/26/2019 0:00,MINTER CR HATCHERY Minter Creek- W,0,0,0,2,0,0,Anadromous Coastal Cutthroat,,0,0,10/3/2019 0:00
0,0,0,,9/26/2019 0:00,SPEELYAI HATCHERY,0,0,0,0,0,0,Kokanee,Lake Merwin- M,0,36000,10/3/2019 0:00
9,0,0,,9/27/2019 0:00,MARBLEMOUNT HATCHERY,0,9,0,0,0,0,Summer Chinook,Skagit River- H,0,0,10/3/2019 0:00
1951,0,0,,9/30/2019 0:00,NORTH TOUTLE HATCHERY,16,0,0,2,7,2,Type S Coho,Toutle River- H,1956,0,10/3/2019 0:00
8628,0,0,,9/30/2019 0:00,BAKER LK HATCHERY,0,0,0,34,8594,0,Sockeye,Baker River- H,0,0,10/3/2019 0:00
0,0,0,,10/1/2019 0:00,SOLDUC HATCHERY Sol Duc River- H,0,0,0,0,0,0,Summer Coho,,0,168000,10/3/2019 0:00
1923,1930,0,,10/1/2019 0:00,COWLITZ SALMON HATCHERY Cowlitz River Hatchery,398,0,0,3,352,36,Type N Coho,,0,0,10/3/2019 0:00
7,0,0,,10/1/2019 0:00,LK ABERDEEN HATCHERY Wynoochee River- H,0,0,0,0,7,0,Winter-Late Steelhead,,0,0,10/3/2019 0:00
0,0,0,,10/1/2019 0:00,SOLDUC HATCHERY,0,0,0,0,0,0,Summer Coho,Sol Duc River- H,0,168000,
4558,0,0,,10/2/2019 0:00,SAMISH HATCHERY,9,398,0,73,3668,0,Fall Chinook,Samish River Hatchery,428,800000,10/3/2019 0:00
155,155,0,,10/2/2019 0:00,SAMISH HATCHERY,0,0,0,0,0,0,Coho,Samish- W,0,0,10/3/2019 0:00
29,29,0,,10/2/2019 0:00,SAMISH HATCHERY,0,0,0,0,0,0,Chum,Samish- W,0,0,10/3/2019 0:00
118,118,0,,10/4/2019 0:00,SAMISH HATCHERY,0,0,0,0,0,0,Chum,Samish- W,0,0,
0,0,0,Final in-season estima,10/8/2019 0:00,SOLDUC HATCHERY,0,0,0,0,0,0,Summer Coho,Sol Duc River- H,0,266000,
0,0,0,,10/8/2019 0:00,SPEELYAI HATCHERY,0,0,0,0,0,0,Kokanee,Lake Merwin- M,0,140000,
14,13,0,,10/14/2019 0:00,MINTER CR HATCHERY Minter Creek- W,0,0,0,1,0,0,Anadromous Coastal Cutthroat,,0,0,
37,0,0,,10/21/2019 0:00,BEAVER CR HATCHERY,99,0,0,0,3,0,Type N Coho,Elochoman River- H,133,0,
2,0,0,,10/21/2019 0:00,KALAMA FALLS HATCHERY,0,0,0,0,2,0,Winter Steelhead,Kalama Hatchery,0,0,
8629,0,0,,10/22/2019 0:00,BAKER LK HATCHERY,0,1433,457,34,7162,0,Sockeye,Baker River- H,0,0,
23,0,0,,10/23/2019 0:00,KENDALL CR HATCHERY,0,0,0,0,0,0,Coho,Lummi Bay (Sea,23,0,
23,0,0,,10/23/2019 0:00,KENDALL CR HATCHERY,0,0,0,0,0,0,Coho,Lummi Bay (Sea Pond)-,23,0,
6893,33,0,,10/23/2019 0:00,SAMISH HATCHERY,415,3574,0,979,0,1,Fall Chinook,Samish River,2721,7152000,
3700,3463,0,,10/23/2019 0:00,SAMISH HATCHERY,0,0,0,0,237,0,Coho,Samish- W,0,0,
3128,0,0,,10/23/2019 0:00,NORTH TOUTLE HATCHERY,27,0,0,7,133,3,Type S Coho,Toutle River- H,3012,0,
7119,33,0,Final in-season estima,10/28/2019 0:00,SAMISH HATCHERY,444,3574,0,1235,0,0,Fall Chinook,Samish River Hatchery,2721,7152000,
7119,33,0,,10/28/2019 0:00,SAMISH HATCHERY,444,3574,0,1235,0,0,Fall Chinook,Samish River,2721,7152000,
0,0,0,,11/7/2019 0:00,GRAYS RIVER HATCHERY,0,0,0,0,0,0,Chum,Grays River- M,0,49512,
2,0,0,,11/8/2019 0:00,COWLITZ SALMON HATCHERY Lower Cowlitz River- H,0,0,0,0,2,0,Winter-Late Steelhead,,0,0,
16,15,0,,11/13/2019 0:00,MINTER CR HATCHERY Minter Creek- W,0,0,0,1,0,0,Anadromous Coastal Cutthroat,,0,0,
36080,0,0,,11/14/2019 0:00,LK WHATCOM HATCHERY,0,36080,0,0,0,0,Kokanee,Lake Whatcom- H,0,5088000,
97,0,0,,11/16/2019 0:00,BEAVER CR HATCHERY Unknown Stock- H,233,0,0,2,0,0,Type S Coho,,328,0,
11,0,0,,11/18/2019 0:00,BOGACHIEL HATCHERY Bogachiel River,0,0,0,0,0,0,Winter Steelhead,,11,0,
12,0,0,,11/18/2019 0:00,ISSAQUAH HATCHERY,0,0,0,0,12,0,Late Kokanee,Lake Sammamish- U,0,0,
11,0,0,,11/18/2019 0:00,BOGACHIEL HATCHERY,0,0,0,0,0,0,Winter Steelhead,Bogachiel River,11,0,
17,17,0,Final in-season estima,11/19/2019 0:00,ISSAQUAH HATCHERY Lake Washington- W,0,0,0,0,0,0,Resident Coastal Cutthroat,,0,0,
8629,0,0,,11/19/2019 0:00,BAKER LK HATCHERY,0,4274,927,844,3511,0,Sockeye,Baker River- H,0,0,
25,0,0,,11/20/2019 0:00,HUMPTULIPS HATCHERY,0,0,0,0,25,0,Late Coho,Humptulips River- H,0,0,
97,0,0,,11/20/2019 0:00,BEAVER CR HATCHERY,0,0,0,0,97,0,Type N Coho,Elochoman River- H,0,0,
2,0,0,,11/21/2019 0:00,COWLITZ SALMON HATCHERY Lower Cowlitz River- H,0,0,0,2,0,0,Winter-Late Steelhead,,0,0,
84960,0,0,Final in-season estima,11/25/2019 0:00,LK WHATCOM HATCHERY,0,84960,0,0,0,0,Kokanee,Lake Whatcom- H,0,10496544,
102,0,0,,11/25/2019 0:00,BEAVER CR HATCHERY,23,0,0,4,85,0,Type N Coho,Elochoman River- H,36,0,
24,0,0,Final in-season estima,11/26/2019 0:00,ISSAQUAH HATCHERY,0,23,0,0,0,0,Late Kokanee,Lake Sammamish- U,1,0,
8629,0,0,,11/26/2019 0:00,BAKER LK HATCHERY,0,4500,1123,844,3285,0,Sockeye,Baker River- H,0,0,
115,0,0,,11/27/2019 0:00,BEAVER CR HATCHERY,257,0,0,8,13,23,Type S Coho,Unknown Stock- H,328,0,
8629,0,0,,11/29/2019 0:00,BAKER LK HATCHERY,0,4500,1123,2940,1189,0,Sockeye,Baker River- H,0,0,
15,0,0,Final in-season estima,12/4/2019 0:00,GRAYS RIVER HATCHERY,1,0,0,0,0,0,Type S Coho,Unknown Stock- H,16,0,
62,0,0,,12/4/2019 0:00,GRAYS RIVER HATCHERY,0,27,0,0,35,0,Type N Coho,Grays River- H,0,0,
